1383;;2
1964;;2
2014;;3
1114;;4
1095;;5
1295;;5
1002;;6
2014;;7
241;;8
580;;9
749;;9
839;;9
1462;;10
1683;;11
1776;;12
2059;;12
1599;;13
1600;;13
1031;;14
1580;;14
399;;15
935;;16
1776;;16
831;;17
1064;;17
1269;;18
1545;;18
518;;19
942;;19
1324;;19
804;;20
249;;21
52;;22
403;;23
1630;;23
1981;;23
883;;24
1979;;25
1227;;26
1767;;26
845;;27
57;;28
231;;29
291;;30
801;;30
1005;;31
2089;;31
298;;32
1692;;32
13;;33
452;;34
517;;35
1848;;35
331;;36
234;;37
589;;38
1798;;38
290;;39
861;;39
862;;39
1077;;39
1093;;39
147;;40
2067;;40
610;;40
821;;41
978;;42
1456;;42
220;;43
1267;;44
1770;;44
1022;;45
1509;;45
1994;;46
259;;47
2043;;48
211;;49
1003;;50
1773;;50
364;;51
757;;51
165;;52
1253;;52
1175;;53
674;;54
813;;54
1923;;55
2041;;55
1666;;56
1892;;56
963;;57
1052;;57
1092;;58
896;;59
1555;;59
1018;;61
1830;;61
971;;62
1353;;62
1355;;62
934;;63
360;;64
1769;;65
471;;66
176;;67
642;;68
1586;;69
1714;;70
1740;;71
1895;;71
329;;72
1007;;73
2088;;73
1623;;74
310;;75
319;;75
361;;75
446;;75
628;;75
1021;;75
1598;;75
78;;76
1350;;77
1550;;77
1926;;77
663;;78
1567;;78
307;;79
1772;;80
821;;81
493;;82
741;;82
960;;83
1486;;83
881;;84
1239;;85
1710;;85
1439;;86
572;;87
36;;88
362;;89
33;;90
632;;91
789;;92
1708;;92
65;;93
846;;93
1002;;94
426;;95
18;;96
1356;;97
1446;;97
809;;98
1000;;98
166;;99
847;;99
892;;99
601;;100
1017;;100
1658;;100
961;;101
1770;;101
1531;;102
134;;103
449;;103
1666;;104
895;;105
1292;;106
1327;;107
1728;;108
3;;109
1779;;109
1579;;110
1694;;110
872;;111
1066;;112
1255;;113
1589;;114
1663;;114
588;;115
37;;116
1128;;116
66;;117
205;;117
889;;117
1544;;117
45;;118
1257;;118
1209;;119
1821;;119
1424;;120
486;;121
582;;121
499;;122
2003;;122
267;;123
1292;;124
13;;125
958;;126
436;;127
55;;128
435;;128
13;;129
370;;130
762;;130
2015;;131
1368;;132
1157;;133
1157;;134
1432;;135
2045;;136
295;;137
1207;;137
2083;;137
1959;;137
739;;138
1095;;138
1258;;139
603;;140
48;;141
345;;142
123;;143
197;;143
277;;143
517;;144
1848;;144
680;;145
109;;146
114;;147
605;;147
1396;;147
274;;148
456;;148
784;;148
1305;;148
95;;149
883;;150
371;;151
1577;;151
1961;;151
1794;;152
2017;;152
1524;;153
125;;154
874;;154
964;;155
1446;;155
1677;;156
2018;;157
2042;;157
517;;158
1848;;158
904;;159
1358;;159
1475;;159
1018;;160
196;;161
1063;;162
792;;163
1848;;164
210;;165
536;;166
719;;167
