 619, Gaitanas, Konstantinos
 620, Gallardo, Luis H.
 621, Ganzell, Sandy
 622, Gao, Alice L.L.
 623, Gao, Peng
 624, Gao, Shanzhen
 625, Gao, Weidong
 626, Gao, Zhenguang
 627, Gao, Zhicheng
 628, García, Victor Cuauhtemoc
 629, García-Pulgarín, Gilberto
 630, García-Sánchez, Pedro A.
 631, Garge, Anuradha S.
 632, Garrabrant, Scott M.
 633, Garrity, Thomas
 634, Gassert, T. Alden
 635, Gates, Zachary
 636, Gavel, Hillevi
 637, Geneson, Jesse
 638, Georgakopoulos, Agelos
 639, Georges, John P.
 640, Gerhold, Stefan
 641, Germain, Jam
 642, Geroldinger, Alfred
 643, Gessel, Ira M.
 644, Ghosh, Swapan Kumar
 645, Gianella, Gian Mario
 646, Gibbs, Philip
 647, Gibson, D. Jason
 648, Gibson, Maghann Moriah
 649, Gil, Juan B.
 650, Gilmer, J.
 651, Gimbel, Steven
 652, Ginosar, Yuval
 653, Gireesh, D. S.
 654, Giraldo, Hernán García-Pulgarín, Gilberto
 655, Girard, Benjamin
 656, Girgensohn, Roland
 657, Girstmair, Kurt
 658, Glass, Darren B
 659, Glebsky, Lev
 660, Gledel, Valentin
 661, Glenn, Jeske
 662, Glunz, Henry
 663, Gómez-Flores, Axel O.
 664, Goadrich, Mark
 665, Godbole, Anant
 666, Goddard, Bart
 667, Goddyn, Luis
 668, Godinho, Hemar
 669, Goff, Michael
 670, Goh, Marcel K.
 671, Goins, Edray Herber
 672, Goldbring, Isaac
 673, Goldstein, Eli
 674, Goldwasser, John
 675, González, Marcos J.
 676, González, Oscar E.
 677, Good, Jack
 678, Gordon, Russell A.
 679, Goswami, Sayan
 680, Gotou, Rin
 681, Goubi, Mouloud
 682, Gould, H. W.
 683, Göral, Haydar
 684, Goy, Taras
 685, Graham, Ron
 686, Grantham, Jon
 687, Gravel, Claude
 688, Graves, Hester
 689, Gray, Daniel
 690, Griggs, Jerrold R.
 691, Grinberg, Darij
 692, Groen, Steven R.
 693, Grubb, Thomas
 694, Grundman, Helen G.
 695, Grynkiewicz, David J.
 696, Grytczuk, Jarosław
 697, Gueco, Edna N.
 698, Gugg, Chadwick
 699, Guhl, Matthew
 700, Guiben, Salem
 701, Gullerud, Emily
 702, Guo, Bai-Ni
 703, Guo, Victor Z.
 704, Guo, Yu-Hong
 705, Gurvich, Vladimir
 706, Gutekunst, Samuel
 707, Guttierez, Marcela
 708, Guy, R. K.
 709, Gy, René
 710, Gyarmati, Katalin
 711, Hadj-Brahim, S.
 712, Hadjicostas, Petros
 713, Haff, L. R.
 714, Hall-Seelig, Laura L.
 715, Hamkins, Joel David
 716, Hamm, Jessica
 717, Hammer, James
 718, Han, Sandie
 719, Handley, B.
 720, Hansen, Cody
 721, Hansen, Cody S.
 722, Harborth, Heiko
 723, Harrington, Joshua
 724, Harris, Pamela E.
 725, Hasanalizade, Elchin
 726, Hassani, Mehdi
 727, Hatley, Jeffrey
 728, Haukkanen, Pentti
 729, Havens, Christopher Robin
 730, Hayward, Ryan B.
 731, Hedetniemi, Jason
 732, Hedge, Shruti
 733, Hegarty, Peter
 734, Hegedűs, Gábor
 735, Hegyvári, Norbert
 736, Heim, Bernhard
 737, Heinrich, Marc
 738, Hemmandy, Anand
 739, Henaku, Calvin
 740, Henderson, Philip
 741, Hendrickx, Julien M.
 742, Hendriks, Dimitri
 743, Hennecart, François
 744, Herden, Daniel
 745, Hermida, A.
 746, Hernández, Santos Hernández
 747, Hertlein, Alexander
 748, Herzinger, Kurt
 749, Heubach, Silvia
 750, Heuberger, Clemens
 751, Heyman, Randell
 752, Hiary, Ghaith
 753, Hicks, Jacob
 754, Higashitani, Akihiro
 755, Higgins, Zach
 756, Higuita, Robinson A.
 757, Hildebrand, A.J.
 758, Hilgart, Tobias
 759, Hiller, Josh
 760, Hindman, Neil
 761, Hine, Natalie
 762, Hines, Taylor
